%,cumulative,self,self,total,,
time,seconds,seconds,calls,s/call,s/call,name
0.00,70.15,0.00,233,0.00,0.00,__fabm_MOD_get_horizontal_diagnostic_data
0.00,70.15,0.00,233,0.00,0.00,__fabm_v0_compatibility_MOD_fabm_get_horizontal_diagnostic_data
0.00,70.15,0.00,233,0.00,0.00,__field_manager_MOD_send_data_by_name_0d
0.00,70.15,0.00,228,0.00,0.00,__fabm_coupling_MOD_create_horizontal_sum
0.00,70.15,0.00,228,0.00,0.00,__fabm_types_MOD_request_standard_coupling_for_id
0.00,70.15,0.00,228,0.00,0.00,__fabm_types_MOD_request_standard_coupling_for_link
0.00,70.15,0.00,220,0.00,0.00,__yaml_types_MOD_dictionary_get_scalar
0.00,70.15,0.00,216,0.00,0.00,__fabm_types_MOD_get_aggregate_variable_access
0.00,70.15,0.00,215,0.00,0.00,__fabm_types_MOD_register_interior_diagnostic_variable
0.00,70.15,0.00,214,0.00,0.00,__fabm_standard_variables_MOD_universal_standard_variable_in_interior
0.00,70.15,0.00,211,0.00,0.00,__fabm_MOD_get_interior_diagnostic_data
0.00,70.15,0.00,211,0.00,0.00,__fabm_v0_compatibility_MOD_fabm_get_interior_diagnostic_data
0.00,70.15,0.00,211,0.00,0.00,__field_manager_MOD_send_data_by_name_1d
0.00,70.15,0.00,205,0.00,0.00,__fabm_coupling_MOD_collect_aggregate_variables
0.00,70.15,0.00,188,0.00,0.00,__fabm_particle_MOD_request_named_coupling_to_named_model
0.00,70.15,0.00,185,0.00,0.00,__yaml_settings_MOD___final_yaml_settings_Type_integer_setting
0.00,70.15,0.00,184,0.00,0.00,__fabm_builtin_sum_MOD_horizontal_weighted_sum_after_coupling
0.00,70.15,0.00,184,0.00,0.00,__fabm_builtin_sum_MOD_horizontal_weighted_sum_initialize
0.00,70.15,0.00,184,0.00,0.00,__fabm_builtin_sum_MOD_horizontal_weighted_sum_merge_components
0.00,70.15,0.00,184,0.00,0.00,__yaml_types_MOD_scalar_to_real
0.00,70.15,0.00,165,0.00,0.00,__fabm_builtin_sum_MOD___copy_fabm_builtin_sum_Type_weighted_sum
0.00,70.15,0.00,164,0.00,0.00,__fabm_builtin_sum_MOD_weighted_sum_add_to_parent
0.00,70.15,0.00,163,0.00,0.00,__fabm_graph_MOD_node_list_remove
0.00,70.15,0.00,162,0.00,0.00,__fabm_driver_MOD_log_message
0.00,70.15,0.00,162,0.00,0.00,__fabm_particle_MOD_request_standard_coupling_to_model
0.00,70.15,0.00,162,0.00,0.00,__gotm_fabm_MOD_gotm_driver_log_message
0.00,70.15,0.00,158,0.00,0.00,__fabm_standard_variables_MOD_universal_standard_variable_at_interfaces
0.00,70.15,0.00,157,0.00,0.00,__fabm_particle_MOD_request_named_coupling_to_model
0.00,70.15,0.00,153,0.00,0.00,__fabm_particle_MOD_build_state_id_list
0.00,70.15,0.00,152,0.00,0.00,__fabm_types_MOD_base_after_coupling
0.00,70.15,0.00,150,0.00,0.00,__fabm_types_MOD___final_fabm_types_Type_base_model
0.00,70.15,0.00,143,0.00,0.00,__fabm_standard_variables_MOD_universal_standard_variable_at_bottom
0.00,70.15,0.00,140,0.00,0.00,__fabm_types_MOD_register_standard_horizontal_dependency
0.00,70.15,0.00,125,0.00,0.00,__fabm_types_MOD_get_logical_parameter
0.00,70.15,0.00,121,0.00,0.00,__fabm_standard_variables_MOD_add
0.00,70.15,0.00,112,0.00,0.00,__fabm_builtin_sum_MOD_weighted_sum_after_coupling
0.00,70.15,0.00,112,0.00,0.00,__fabm_builtin_sum_MOD_weighted_sum_initialize
0.00,70.15,0.00,112,0.00,0.00,__fabm_builtin_sum_MOD_weighted_sum_merge_components
0.00,70.15,0.00,112,0.00,0.00,__yaml_types_MOD_dictionary_get_logical
0.00,70.15,0.00,109,0.00,0.00,__fabm_standard_variables_MOD_standard_variable_set_add
0.00,70.15,0.00,108,0.00,0.00,__yaml_types_MOD_dictionary_get_string
0.00,70.15,0.00,106,0.00,0.00,__fabm_coupling_MOD_create_sum
0.00,70.15,0.00,106,0.00,0.00,__fabm_types_MOD_find_model
0.00,70.15,0.00,104,0.00,0.00,__fabm_particle_MOD_resolve_model_reference
0.00,70.15,0.00,98,0.00,0.00,__yaml_settings_MOD___copy_yaml_settings_Type_string_setting
0.00,70.15,0.00,98,0.00,0.00,__yaml_settings_MOD_type_string_setting_create
0.00,70.15,0.00,97,0.00,0.00,__fabm_builtin_sum_MOD___final_fabm_builtin_sum_Type_horizontal_weighted_sum
0.00,70.15,0.00,87,0.00,0.00,__fabm_job_MOD_global_variable_register_add_to_read_cache
0.00,70.15,0.00,81,0.00,0.00,__fabm_job_MOD_global_variable_register_add_to_store
0.00,70.15,0.00,77,0.00,0.00,__fabm_MOD_merge_indices
0.00,70.15,0.00,77,0.00,0.00,__fabm_coupling_MOD_after_coupling
0.00,70.15,0.00,77,0.00,0.00,__fabm_coupling_MOD_freeze
0.00,70.15,0.00,75,0.00,0.00,__fabm_properties_MOD_to_logical
0.00,70.15,0.00,74,0.00,0.00,__yaml_settings_MOD_get_string2
0.00,70.15,0.00,66,0.00,0.00,__fabm_types_MOD_base_initialize_horizontal_state
0.00,70.15,0.00,66,0.00,0.00,create_load_commands.6892
0.00,70.15,0.00,65,0.00,0.00,__settings_MOD_create_child
0.00,70.15,0.00,65,0.00,0.00,__yaml_settings_MOD___final_yaml_settings_Type_string_setting
0.00,70.15,0.00,57,0.00,0.00,__fabm_properties_MOD_set_finalize
0.00,70.15,0.00,57,0.00,0.00,__yaml_settings_MOD_settings_set_data
0.00,70.15,0.00,54,0.00,0.00,__ersem_model_library_MOD_create
0.00,70.15,0.00,54,0.00,0.00,__ersem_pelagic_base_MOD_add_constituent
0.00,70.15,0.00,54,0.00,0.00,__fabm_config_MOD_parse_initialization
0.00,70.15,0.00,54,0.00,0.00,__fabm_coupling_MOD_before_coupling
0.00,70.15,0.00,54,0.00,0.00,__fabm_library_MOD_create
0.00,70.15,0.00,54,0.00,0.00,__fabm_types_MOD_abstract_model_factory_create
0.00,70.15,0.00,54,0.00,0.00,__yaml_settings_MOD_get_child
0.00,70.15,0.00,53,0.00,0.00,__fabm_builtin_sum_MOD___final_fabm_builtin_sum_Type_weighted_sum
0.00,70.15,0.00,53,0.00,0.00,__yaml_types_MOD_dictionary_finalize
0.00,70.15,0.00,52,0.00,0.00,__yaml_types_MOD_dictionary_flatten
0.00,70.15,0.00,52,0.00,0.00,add_child.4399
0.00,70.15,0.00,51,0.00,0.00,__fabm_particle_MOD_register_model_dependency
0.00,70.15,0.00,51,0.00,0.00,__fabm_properties_MOD_get_logical
0.00,70.15,0.00,50,0.00,0.00,__fabm_types_MOD_base_initialize
0.00,70.15,0.00,48,0.00,0.00,__ersem_pelagic_base_MOD___final_ersem_pelagic_base_Type_ersem_pelagic_base
0.00,70.15,0.00,48,0.00,0.00,__settings_MOD_type_input_create
0.00,70.15,0.00,45,0.00,0.00,__settings_MOD_get_input2
0.00,70.15,0.00,44,0.00,0.00,__fabm_job_MOD_job_set_find_first
0.00,70.15,0.00,44,0.00,0.00,__fabm_types_MOD_register_standard_interior_dependency
0.00,70.15,0.00,44,0.00,0.00,create_persistent_store_commands.6901
0.00,70.15,0.00,44,0.00,0.00,create_prefill_commands.6910
0.00,70.15,0.00,43,0.00,0.00,__fabm_particle_MOD___deallocate_fabm_particle_Type_model_reference
0.00,70.15,0.00,43,0.00,0.00,__fabm_particle_MOD_before_coupling
0.00,70.15,0.00,43,0.00,0.00,__fabm_particle_MOD_complete_internal_variables
0.00,70.15,0.00,41,0.00,0.00,__fabm_builtin_source_MOD_bottom_source_initialize
0.00,70.15,0.00,41,0.00,0.00,__fabm_builtin_source_MOD_copy_horizontal_fluxes
0.00,70.15,0.00,39,0.00,0.00,__yaml_settings_MOD_get_integer
0.00,70.15,0.00,37,0.00,0.00,__yaml_types_MOD_scalar_to_integer
0.00,70.15,0.00,36,0.00,0.00,__fabm_types_MOD_register_bottom_state_variable
0.00,70.15,0.00,34,0.00,0.00,__fabm_properties_MOD___deallocate_fabm_properties_Type_set_element
0.00,70.15,0.00,34,0.00,0.00,__fabm_types_MOD_base_initialize_state
0.00,70.15,0.00,34,0.00,0.00,gather_prefill.6086
0.00,70.15,0.00,33,0.00,0.00,__fabm_properties_MOD_to_string
0.00,70.15,0.00,27,0.00,0.00,__fabm_particle_MOD_request_standard_coupling_to_named_model
0.00,70.15,0.00,27,0.00,0.00,__yaml_settings_MOD___final_yaml_settings_Type_logical_setting
0.00,70.15,0.00,27,0.00,0.00,__yaml_settings_MOD_type_logical_setting_create
0.00,70.15,0.00,26,0.00,0.00,__fabm_standard_variables_MOD___copy_17D617
0.00,70.15,0.00,26,0.00,0.00,__settings_MOD_get_typed_child
0.00,70.15,0.00,24,0.00,0.00,__field_manager_MOD___copy_field_manager_Type_string_attribute
0.00,70.15,0.00,24,0.00,0.00,__yaml_settings_MOD_get_string
0.00,70.15,0.00,22,0.00,0.00,__fabm_job_MOD_task_initialize
0.00,70.15,0.00,22,0.00,0.00,__fabm_task_order_MOD_graph_subset_node_set_finalize
0.00,70.15,0.00,21,0.00,0.00,__ersem_benthic_base_MOD_initialize
0.00,70.15,0.00,21,0.00,0.00,__input_MOD_register_scalar_input
0.00,70.15,0.00,21,0.00,0.00,__yaml_settings_MOD_get_logical2
0.00,70.15,0.00,20,0.00,0.00,__ersem_benthic_base_MOD_benthic_base_add_constituent
0.00,70.15,0.00,20,0.00,0.00,__ersem_pelagic_base_MOD_initialize_ersem_base
0.00,70.15,0.00,18,0.00,0.00,__fabm_graph_MOD_graph_connect
0.00,70.15,0.00,18,0.00,0.00,__fabm_job_MOD_job_connect
0.00,70.15,0.00,18,0.00,0.00,__fabm_types_MOD_abstract_model_factory_add
0.00,70.15,0.00,18,0.00,0.00,__yaml_settings_MOD_type_settings_create
0.00,70.15,0.00,17,0.00,0.00,__fabm_builtin_scale_MOD___copy_1F1344D
0.00,70.15,0.00,17,0.00,0.00,__fabm_builtin_scale_MOD_scaled_horizontal_variable_after_coupling
0.00,70.15,0.00,17,0.00,0.00,__fabm_job_MOD_job_manager_create
0.00,70.15,0.00,17,0.00,0.00,__fabm_task_order_MOD_find_best_order
0.00,70.15,0.00,17,0.00,0.00,__fabm_types_MOD_variable_set_update
0.00,70.15,0.00,17,0.00,0.00,__yaml_types_MOD_dictionary_set_path
0.00,70.15,0.00,17,0.00,0.00,__yaml_types_MOD_scalar_to_logical
0.00,70.15,0.00,17,0.00,0.00,add_to_order.5989
0.00,70.15,0.00,16,0.00,0.00,__output_manager_core_MOD_append_item
0.00,70.15,0.00,15,0.00,0.00,__input_MOD_register_profile_input
0.00,70.15,0.00,15,0.00,0.00,__output_manager_MOD_create_variable_settings
0.00,70.15,0.00,15,0.00,0.00,__yaml_settings_MOD_create_child
0.00,70.15,0.00,15,0.00,0.00,__yaml_types_MOD_list_append
0.00,70.15,0.00,14,0.00,0.00,__yaml_types_MOD___copy_yaml_types_Type_null
0.00,70.15,0.00,13,0.00,0.00,__ersem_benthic_column_particulate_matter_MOD_layer_initialize
0.00,70.15,0.00,13,0.00,0.00,__fabm_standard_variables_MOD___copy_14B2D8
0.00,70.15,0.00,13,0.00,0.00,__fabm_standard_variables_MOD___copy_5DC0143
0.00,70.15,0.00,13,0.00,0.00,__fabm_standard_variables_MOD___copy_5ECF9E
0.00,70.15,0.00,12,0.00,0.00,__field_manager_MOD_select_for_output
0.00,70.15,0.00,12,0.00,0.00,__output_operators_slice_MOD_add
0.00,70.15,0.00,11,0.00,0.00,__ersem_benthic_column_particulate_matter_MOD___copy_5AA3D3F
0.00,70.15,0.00,11,0.00,0.00,__fabm_builtin_scale_MOD___copy_fabm_builtin_scale_Type_scaled_interior_variable
0.00,70.15,0.00,11,0.00,0.00,__fabm_builtin_scale_MOD_scaled_interior_variable_after_coupling
0.00,70.15,0.00,11,0.00,0.00,__fabm_builtin_scale_MOD_scaled_interior_variable_initialize
0.00,70.15,0.00,11,0.00,0.00,__fabm_types_MOD_register_standard_interior_state_dependency
0.00,70.15,0.00,11,0.00,0.00,__fabm_work_MOD_allocate_and_fill_0d
0.00,70.15,0.00,10,0.00,0.00,__ersem_benthic_base_MOD_initialize_ersem_benthic_base
0.00,70.15,0.00,10,0.00,0.00,__ersem_pelagic_base_MOD___copy_ersem_pelagic_base_Type_ersem_pelagic_base
0.00,70.15,0.00,10,0.00,0.00,__ersem_pelagic_base_MOD_initialize
0.00,70.15,0.00,10,0.00,0.00,__fabm_MOD_get_interior_variable_id_sn
0.00,70.15,0.00,10,0.00,0.00,__fabm_v0_compatibility_MOD_fabm_is_variable_used
0.00,70.15,0.00,9,0.00,0.00,__fabm_MOD_get_horizontal_variable_id_sn
0.00,70.15,0.00,9,0.00,0.00,__fabm_MOD_link_horizontal_data_by_id
0.00,70.15,0.00,9,0.00,0.00,__fabm_types_MOD_register_standard_horizontal_dependency3
0.00,70.15,0.00,9,0.00,0.00,__fabm_v0_compatibility_MOD_fabm_get_bulk_variable_id_sn
0.00,70.15,0.00,9,0.00,0.00,__yaml_settings_MOD_get_list
0.00,70.15,0.00,8,0.00,0.00,__fabm_MOD_get_variable_by_standard_variable
0.00,70.15,0.00,8,0.00,0.00,__fabm_standard_variables_MOD___copy_582F316
0.00,70.15,0.00,7,0.00,0.00,__fabm_MOD_link_interior_data_by_id
0.00,70.15,0.00,7,0.00,0.00,__fabm_task_order_MOD_task_tree_node_finalize
0.00,70.15,0.00,7,0.00,0.00,__fabm_task_order_MOD_task_tree_node_get_minimum_depth
0.00,70.15,0.00,7,0.00,0.00,collect.7826
0.00,70.15,0.00,6,0.00,0.00,__ersem_benthic_column_dissolved_matter_MOD___copy_5D2C1A
0.00,70.15,0.00,6,0.00,0.00,__ersem_benthic_column_dissolved_matter_MOD___final_1D134A2
0.00,70.15,0.00,6,0.00,0.00,__ersem_benthic_column_dissolved_matter_MOD_benthic_dissolved_matter_initialize
0.00,70.15,0.00,6,0.00,0.00,__fabm_MOD_get_variable_name
0.00,70.15,0.00,6,0.00,0.00,__fabm_MOD_link_horizontal_data_by_sn
0.00,70.15,0.00,6,0.00,0.00,__fabm_task_order_MOD_task_tree_node_get_leaf_at_depth
0.00,70.15,0.00,6,0.00,0.00,__fabm_v0_compatibility_MOD_fabm_get_variable_name
0.00,70.15,0.00,6,0.00,0.00,__yaml_settings_MOD_get_logical
0.00,70.15,0.00,5,0.00,0.00,__fabm_MOD_get_variable_by_name
0.00,70.15,0.00,5,0.00,0.00,__fabm_MOD_interior_variable_needs_values
0.00,70.15,0.00,5,0.00,0.00,__field_manager_MOD_register_dimension
0.00,70.15,0.00,5,0.00,0.00,__input_MOD_timeseries_file_initialize
0.00,70.15,0.00,4,0.00,0.00,__ersem_primary_producer_MOD_initialize
0.00,70.15,0.00,4,0.00,0.00,__fabm_MOD_require_flux_computation
0.00,70.15,0.00,4,0.00,0.04,__fabm_coupling_MOD_process_coupling_tasks
0.00,70.15,0.00,4,0.00,0.00,__fabm_properties_MOD_set_logical
0.00,70.15,0.00,4,0.00,0.00,__fabm_properties_MOD_set_real
0.00,70.15,0.00,4,0.00,0.00,__fabm_types_MOD_abstract_model_factory_initialize
0.00,70.15,0.00,4,0.00,0.00,__fabm_types_MOD_register_standard_horizontal_dependency2
0.00,70.15,0.00,4,0.00,0.00,__field_manager_MOD_find_dimension
0.00,70.15,0.00,4,0.00,0.00,__field_manager_MOD_has_fields
0.00,70.15,0.00,4,0.00,0.00,__field_manager_MOD_select_category_for_output
0.00,70.15,0.00,4,0.00,0.00,__gotm_MOD_gotm_host_calendar_date
0.00,70.15,0.00,4,0.00,0.00,__netcdf_output_MOD___copy_netcdf_output_Type_netcdf_file
0.00,70.15,0.00,4,0.00,0.00,__netcdf_output_MOD_initialize
0.00,70.15,0.00,4,0.00,0.01,__output_manager_MOD_populate
0.00,70.15,0.00,4,0.00,0.00,__output_manager_MOD_set_next_output
0.00,70.15,0.00,4,0.00,0.00,__output_manager_core_MOD_base_field_get_field
0.00,70.15,0.00,4,0.00,0.00,__output_manager_core_MOD_is_dimension_used
0.00,70.15,0.00,4,0.00,0.00,__output_manager_core_MOD_write_time_string
0.00,70.15,0.00,4,0.00,0.00,collect_fill_values.7748
0.00,70.15,0.00,3,0.00,0.00,__ersem_benthic_fauna_MOD___copy_ersem_benthic_fauna_Type_ersem_benthic_fauna
0.00,70.15,0.00,3,0.00,0.00,__ersem_benthic_fauna_MOD_initialize
0.00,70.15,0.00,3,0.00,0.00,__fabm_MOD_get_interior_variable_id_by_name
0.00,70.15,0.00,3,0.00,0.00,__fabm_expressions_MOD___copy_fabm_expressions_Type_vertical_integral
0.00,70.15,0.00,3,0.00,0.00,__fabm_properties_MOD_set_size
0.00,70.15,0.00,3,0.00,0.00,__fabm_properties_MOD_set_to_array
0.00,70.15,0.00,3,0.00,0.00,__fabm_types_MOD_register_universal_interior_dependency
0.00,70.15,0.00,3,0.00,0.00,__fabm_v0_compatibility_MOD_fabm_get_bulk_variable_id_by_name
0.00,70.15,0.00,3,0.00,0.00,__gotm_fabm_input_MOD_fabm_input_create
0.00,70.15,0.00,3,0.00,0.00,__netcdf_output_MOD_configure
0.00,70.15,0.00,3,0.00,0.00,__output_manager_MOD_configure_group
0.00,70.15,0.00,3,0.00,0.00,__output_manager_MOD_process_file
0.00,70.15,0.00,3,0.00,0.00,__output_operators_slice_MOD___copy_output_operators_slice_Type_slice_operator
0.00,70.15,0.00,3,0.00,0.00,__yaml_settings_MOD_list_populator_set_length
0.00,70.15,0.00,3,0.00,0.00,__yaml_types_MOD___copy_yaml_types_Type_list
0.00,70.15,0.00,3,0.00,0.00,__yaml_types_MOD_list_set_path
0.00,70.15,0.00,3,0.00,0.00,gather_check_state_data.9891
0.00,70.15,0.00,2,0.00,0.00,__ersem_benthic_bacteria_MOD___copy_1F6E43E
0.00,70.15,0.00,2,0.00,0.00,__ersem_benthic_bacteria_MOD_initialize
0.00,70.15,0.00,2,0.00,0.00,__ersem_benthic_base_MOD___copy_ersem_benthic_base_Type_ersem_benthic_base
0.00,70.15,0.00,2,0.00,0.00,__ersem_benthic_column_particulate_matter_MOD___copy_3B6C2DA
0.00,70.15,0.00,2,0.00,0.00,__ersem_benthic_column_particulate_matter_MOD_initialize
0.00,70.15,0.00,2,0.00,0.00,__ersem_microzooplankton_MOD___copy_4E341D6
0.00,70.15,0.00,2,0.00,0.00,__ersem_microzooplankton_MOD_initialize
0.00,70.15,0.00,2,0.00,0.00,__fabm_MOD_fabm_initialize_library
0.00,70.15,0.00,2,0.00,0.00,__fabm_MOD_get_horizontal_variable_id_by_name
0.00,70.15,0.00,2,0.00,0.00,__fabm_MOD_link_interior_data_by_sn
0.00,70.15,0.00,2,0.00,0.00,__fabm_standard_variables_MOD_standard_variable_set_finalize
0.00,70.15,0.00,2,0.00,0.00,__fabm_types_MOD_add_scalar_variable
0.00,70.15,0.00,2,0.00,0.00,__fabm_types_MOD_register_standard_bottom_state_dependency2
0.00,70.15,0.00,2,0.00,0.00,__fabm_types_MOD_register_universal_horizontal_dependency
0.00,70.15,0.00,2,0.00,0.00,__fabm_types_MOD_request_coupling_for_name
0.00,70.15,0.00,2,0.00,0.00,__fabm_work_MOD_allocate_and_fill_1d
0.00,70.15,0.00,2,0.00,0.00,__fabm_work_MOD_end_horizontal_task
0.00,70.15,0.00,2,0.00,0.00,__gotm_fabm_MOD_register_horizontal_observation
0.00,70.15,0.00,2,0.00,0.00,__input_MOD_profile_file_initialize
0.00,70.15,0.00,2,0.00,0.00,__time_MOD_read_time_string
0.00,70.15,0.00,2,0.00,0.01,__yaml_MOD_parse
0.00,70.15,0.00,2,0.00,0.01,__yaml_MOD_read_value
0.00,70.15,0.00,2,0.00,0.00,__yaml_settings_MOD_ignore
0.00,70.15,0.00,1,0.00,0.00,__airsea_driver_MOD_clean_airsea
0.00,70.15,0.00,1,0.00,0.00,__airsea_driver_MOD_init_airsea_yaml
0.00,70.15,0.00,1,0.00,0.00,__airsea_driver_MOD_post_init_airsea
0.00,70.15,0.00,1,0.00,0.00,__au_model_library_MOD_initialize
0.00,70.15,0.00,1,0.00,0.00,__diagnostics_MOD_clean_diagnostics
0.00,70.15,0.00,1,0.00,0.00,__diagnostics_MOD_init_diagnostics
0.00,70.15,0.00,1,0.00,0.00,__eqstate_MOD_init_eqstate_yaml
0.00,70.15,0.00,1,0.00,0.00,__ersem_bacteria_docdyn_MOD___copy_ersem_bacteria_docdyn_Type_ersem_bacteria_docdyn
0.00,70.15,0.00,1,0.00,0.00,__ersem_bacteria_docdyn_MOD_initialize
0.00,70.15,0.00,1,0.00,0.00,__ersem_benthic_calcite_MOD___copy_ersem_benthic_calcite_Type_ersem_benthic_calcite
0.00,70.15,0.00,1,0.00,0.00,__ersem_benthic_calcite_MOD_initialize
0.00,70.15,0.00,1,0.00,0.00,__ersem_benthic_column_MOD___copy_ersem_benthic_column_Type_ersem_benthic_column
0.00,70.15,0.00,1,0.00,0.00,__ersem_benthic_column_MOD_bioturbation_initialize
0.00,70.15,0.00,1,0.00,0.00,__ersem_benthic_column_MOD_initialize
0.00,70.15,0.00,1,0.00,0.00,__ersem_benthic_erosion_MOD___copy_ersem_benthic_erosion_Type_ersem_benthic_erosion
0.00,70.15,0.00,1,0.00,0.00,__ersem_benthic_erosion_MOD_initialize
0.00,70.15,0.00,1,0.00,0.00,__ersem_benthic_nitrogen_cycle_MOD___copy_4134556
0.00,70.15,0.00,1,0.00,0.00,__ersem_benthic_nitrogen_cycle_MOD_initialize
0.00,70.15,0.00,1,0.00,0.00,__ersem_calcification_MOD___copy_ersem_calcification_Type_ersem_calcification
0.00,70.15,0.00,1,0.00,0.00,__ersem_calcification_MOD_initialize
0.00,70.15,0.00,1,0.00,0.00,__ersem_carbonate_MOD___copy_ersem_carbonate_Type_ersem_carbonate
0.00,70.15,0.00,1,0.00,0.00,__ersem_carbonate_MOD_initialize
0.00,70.15,0.00,1,0.00,0.00,__ersem_light_iop_MOD___copy_ersem_light_iop_Type_ersem_light_iop
0.00,70.15,0.00,1,0.00,0.00,__ersem_light_iop_MOD_initialize
0.00,70.15,0.00,1,0.00,0.00,__ersem_mesozooplankton_MOD___copy_ersem_mesozooplankton_Type_ersem_mesozooplankton
0.00,70.15,0.00,1,0.00,0.00,__ersem_mesozooplankton_MOD_initialize
0.00,70.15,0.00,1,0.00,0.00,__ersem_model_library_MOD_initialize
0.00,70.15,0.00,1,0.00,0.00,__ersem_nitrification_MOD___copy_ersem_nitrification_Type_ersem_nitrification
0.00,70.15,0.00,1,0.00,0.00,__ersem_nitrification_MOD_initialize
0.00,70.15,0.00,1,0.00,0.00,__ersem_oxygen_MOD_initialize
0.00,70.15,0.00,1,0.00,0.00,__ersem_zenith_angle_MOD___copy_ersem_zenith_angle_Type_ersem_zenith_angle
0.00,70.15,0.00,1,0.00,0.00,__ersem_zenith_angle_MOD_initialize
0.00,70.15,0.00,1,0.00,0.00,__examples_model_library_MOD_initialize
0.00,70.15,0.00,1,0.00,0.01,__fabm_MOD_classify_variables
0.00,70.15,0.00,1,0.00,0.00,__fabm_MOD_initialize_bottom_state
0.00,70.15,0.00,1,0.00,0.00,__fabm_MOD_initialize_interior_state
0.00,70.15,0.00,1,0.00,0.00,__fabm_MOD_initialize_surface_state
0.00,70.15,0.00,1,0.00,0.00,__fabm_MOD_link_scalar_by_sn
0.00,70.15,0.00,1,0.00,0.00,__fabm_MOD_reset_store
0.00,70.15,0.00,1,0.00,0.00,__fabm_MOD_set_domain
0.00,70.15,0.00,1,0.00,0.03,__fabm_MOD_start
0.00,70.15,0.00,1,0.00,0.00,__fabm_builtin_depth_integral_MOD___copy_fabm_builtin_depth_integral_Type_depth_integral
0.00,70.15,0.00,1,0.00,0.00,__fabm_builtin_depth_integral_MOD_depth_integral_after_coupling
0.00,70.15,0.00,1,0.00,0.00,__fabm_builtin_depth_integral_MOD_depth_integral_initialize
0.00,70.15,0.00,1,0.00,0.00,__fabm_builtin_source_MOD_copy_fluxes_to_id
0.00,70.15,0.00,1,0.00,0.00,__fabm_builtin_source_MOD_copy_fluxes_to_named_variable
0.00,70.15,0.00,1,0.00,0.00,__fabm_builtin_source_MOD_external_bottom_flux_initialize
0.00,70.15,0.00,1,0.00,0.00,__fabm_builtin_source_MOD_interior_source_initialize
0.00,70.15,0.00,1,0.00,0.04,__fabm_config_MOD_fabm_configure_model
0.00,70.15,0.00,1,0.00,0.00,__fabm_coupling_MOD_aggregate_variable_list_finalize
0.00,70.15,0.00,1,0.00,0.00,__fabm_coupling_MOD_create_aggregate_models
0.00,70.15,0.00,1,0.00,0.00,__fabm_coupling_MOD_create_conservation_checks
0.00,70.15,0.00,1,0.00,0.01,__fabm_coupling_MOD_create_flux_sums
0.00,70.15,0.00,1,0.00,0.00,__fabm_expressions_MOD_vertical_dependency_integral
0.00,70.15,0.00,1,0.00,0.00,__fabm_expressions_MOD_vertical_integral_generic
0.00,70.15,0.00,1,0.00,0.03,__fabm_job_MOD_job_manager_initialize
0.00,70.15,0.00,1,0.00,0.00,__fabm_library_MOD_initialize
0.00,70.15,0.00,1,0.00,0.00,__fabm_standard_variables_MOD_standard_variable_collection_initialize
0.00,70.15,0.00,1,0.00,0.00,__fabm_types_MOD_abstract_model_factory_register_version
0.00,70.15,0.00,1,0.00,0.00,__fabm_types_MOD_get_free_unit
0.00,70.15,0.00,1,0.00,0.00,__fabm_types_MOD_register_expression
0.00,70.15,0.00,1,0.00,0.00,__fabm_types_MOD_register_horizontal_expression_dependency
0.00,70.15,0.00,1,0.00,0.00,__fabm_types_MOD_register_standard_global_dependency
0.00,70.15,0.00,1,0.00,0.00,__fabm_v0_compatibility_MOD___copy_fabm_v0_compatibility_Type_model
0.00,70.15,0.00,1,0.00,0.03,__fabm_v0_compatibility_MOD_fabm_check_ready
0.00,70.15,0.00,1,0.00,0.30,__fabm_v0_compatibility_MOD_fabm_create_model_from_yaml_file
0.00,70.15,0.00,1,0.00,0.25,__fabm_v0_compatibility_MOD_fabm_initialize
0.00,70.15,0.00,1,0.00,0.00,__fabm_v0_compatibility_MOD_fabm_initialize_bottom_state
0.00,70.15,0.00,1,0.00,0.00,__fabm_v0_compatibility_MOD_fabm_initialize_state
0.00,70.15,0.00,1,0.00,0.00,__fabm_v0_compatibility_MOD_fabm_initialize_surface_state
0.00,70.15,0.00,1,0.00,0.00,__fabm_v0_compatibility_MOD_fabm_set_domain
0.00,70.15,0.00,1,0.00,0.00,__fabm_v0_compatibility_MOD_fabm_update_time1
0.00,70.15,0.00,1,0.00,0.00,__fabm_work_MOD_create_horizontal_cache
0.00,70.15,0.00,1,0.00,0.00,__fabm_work_MOD_create_interior_cache
0.00,70.15,0.00,1,0.00,0.00,__fabm_work_MOD_create_vertical_cache
0.00,70.15,0.00,1,0.00,0.00,__fabm_work_MOD_end_interior_task
0.00,70.15,0.00,1,0.00,0.00,__field_manager_MOD_finalize
0.00,70.15,0.00,1,0.00,0.00,__field_manager_MOD_initialize
0.00,70.15,0.00,1,0.00,0.00,__field_manager_MOD_node_finalize
0.00,70.15,0.00,1,0.00,0.01,__gotm_MOD_finalize_gotm
0.00,70.15,0.00,1,0.00,0.34,__gotm_MOD_initialize_gotm
0.00,70.15,0.00,1,0.00,0.00,__gotm_fabm_MOD_clean_gotm_fabm
0.00,70.15,0.00,1,0.00,0.00,__gotm_fabm_MOD_configure_gotm_fabm
0.00,70.15,0.00,1,0.00,0.30,__gotm_fabm_MOD_gotm_fabm_create_model
0.00,70.15,0.00,1,0.00,0.00,__gotm_fabm_MOD_init_gotm_fabm
0.00,70.15,0.00,1,0.00,0.03,__gotm_fabm_MOD_init_gotm_fabm_state
